Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
Property 144,A nice property,35 Lac,3539808,Lucknow,4360 sqft,Ready,23,Ready to Move,Furnished,East,Park,Society 22,4.0,3.0,1.0,Freehold,3942 sqft,NA,NA
Property 145,A nice property,41 Lac,4139663,Kochi,2592 sqft,Resale,14,Ready to Move,Furnished,North,NA,Society 46,2.0,1.0,1.0,Leasehold,4330 sqft,NA,NA
Property 146,A nice property,20 Lac,2040524,Ludhiana,2450 sqft,Resale,23,Ready to Move,Semi-Furnished,North,Park,Society 4,1.0,1.0,2.0,Freehold,2363 sqft,NA,NA
Property 147,A nice property,27 Lac,2783397,Kolkata,3057 sqft,Under Construction,25,Under Construction,Semi-Furnished,South,Main Road,Society 15,4.0,3.0,2.0,Freehold,1151 sqft,NA,NA
Property 148,A nice property,93 Lac,9326583,Pune,1260 sqft,Resale,22,Ready to Move,Furnished,North,Park,Society 15,1.0,3.0,3.0,Freehold,5504 sqft,NA,NA
Property 149,A nice property,21 Lac,2192218,Nagpur,859 sqft,Ready,18,Ready to Move,Semi-Furnished,North,Park,NA,1.0,1.0,,Leasehold,1927 sqft,NA,4180 sqft
Property 150,A nice property,76 Lac,7675663,Chennai,1365 sqft,Ready,19,Ready to Move,Semi-Furnished,South,Park,Society 28,5.0,3.0,2.0,Freehold,3103 sqft,NA,3426 sqft
Property 151,A nice property,41 Lac,4190378,Vadodara,3920 sqft,Under Construction,18,Ready to Move,Furnished,North,NA,Society 7,1.0,1.0,3.0,Leasehold,700 sqft,NA,3218 sqft
Property 152,A nice property,37 Lac,3792447,Kochi,3706 sqft,Resale,Ground,Ready to Move,Semi-Furnished,East,Main Road,Society 17,5.0,1.0,0.0,Leasehold,4613 sqft,NA,3152 sqft
Property 153,A nice property,2.4 Cr,23613234,Mumbai,3689 sqft,Ready,13,Ready to Move,Unfurnished,South,Park,Society 40,2.0,0.0,,Leasehold,3234 sqft,NA,NA
Property 154,A nice property,71 Lac,7125989,Ludhiana,4499 sqft,Resale,19,Ready to Move,Unfurnished,North,Park,Society 37,4.0,2.0,0.0,Leasehold,1464 sqft,NA,NA
Property 155,A nice property,25 Lac,2510073,Indore,1059 sqft,Resale,Ground,Ready to Move,Semi-Furnished,West,Main Road,Society 50,3.0,3.0,3.0,Freehold,5924 sqft,NA,3991 sqft
Property 156,A nice property,79 Lac,7903463,Visakhapatnam,677 sqft,Ready,12,Under Construction,Unfurnished,East,Main Road,Society 3,5.0,,,Leasehold,2350 sqft,NA,NA
Property 157,A nice property,2.2 Cr,21955039,Mumbai,2003 sqft,Ready,10,Under Construction,Unfurnished,North,Park,Society 24,4.0,1.0,1.0,Freehold,3468 sqft,NA,4603 sqft
Property 158,A nice property,1.3 Cr,13194908,Hyderabad,1277 sqft,Under Construction,1,Ready to Move,Furnished,West,Main Road,Society 9,4.0,0.0,2.0,Freehold,5345 sqft,NA,1874 sqft
Property 159,A nice property,22 Lac,2224397,Nagpur,4694 sqft,Ready,5,Under Construction,Semi-Furnished,North,Main Road,Society 6,5.0,2.0,,Freehold,5875 sqft,NA,3038 sqft
Property 160,A nice property,64 Lac,6456227,Lucknow,4154 sqft,Under Construction,Ground,Ready to Move,Unfurnished,West,NA,Society 24,5.0,,0.0,Freehold,4137 sqft,NA,NA
Property 161,A nice property,62 Lac,6292662,Ahmedabad,3313 sqft,Resale,24,Under Construction,Unfurnished,East,NA,Society 1,1.0,,1.0,Freehold,4098 sqft,NA,1413 sqft
Property 162,A nice property,1.0 Cr,10042661,Bangalore,1381 sqft,Resale,25,Ready to Move,Furnished,North,Park,Society 27,1.0,2.0,0.0,Leasehold,3464 sqft,NA,920 sqft
Property 163,A nice property,48 Lac,4838726,Ahmedabad,4926 sqft,Under Construction,Ground,Ready to Move,Unfurnished,East,NA,Society 34,1.0,0.0,,Freehold,2656 sqft,NA,3313 sqft
Property 164,A nice property,64 Lac,6423330,Ghaziabad,948 sqft,Under Construction,4,Under Construction,Semi-Furnished,North,NA,Society 22,4.0,2.0,0.0,Freehold,2637 sqft,NA,3819 sqft
Property 165,A nice property,1.7 Cr,17050625,Delhi,2482 sqft,Resale,12,Under Construction,Semi-Furnished,East,Park,Society 10,1.0,1.0,0.0,Leasehold,5315 sqft,NA,3289 sqft
Property 166,A nice property,1.8 Cr,17555245,Delhi,2331 sqft,Ready,2,Under Construction,Unfurnished,South,NA,Society 42,5.0,3.0,,Leasehold,1108 sqft,NA,NA
Property 167,A nice property,50 Lac,5097312,Visakhapatnam,4495 sqft,Ready,8,Ready to Move,Unfurnished,West,Main Road,Society 42,1.0,0.0,1.0,Freehold,2521 sqft,NA,4143 sqft
Property 168,A nice property,2.0 Cr,19972208,Delhi,2820 sqft,Resale,10,Ready to Move,Unfurnished,South,Main Road,Society 19,,,,Freehold,3844 sqft,NA,3360 sqft
Property 169,A nice property,49 Lac,4955242,Vadodara,981 sqft,Under Construction,23,Under Construction,Unfurnished,East,NA,Society 1,2.0,3.0,1.0,Freehold,2545 sqft,NA,2675 sqft
Property 170,A nice property,1.2 Cr,11933156,Pune,1209 sqft,Under Construction,10,Under Construction,Semi-Furnished,North,NA,Society 20,3.0,2.0,,Leasehold,4939 sqft,NA,4667 sqft
Property 171,A nice property,72 Lac,7264885,Pune,2896 sqft,Resale,6,Under Construction,Unfurnished,North,Park,Society 8,4.0,2.0,2.0,Freehold,3664 sqft,NA,4228 sqft
Property 172,A nice property,55 Lac,5583266,Visakhapatnam,869 sqft,Ready,11,Ready to Move,Unfurnished,North,NA,Society 21,4.0,0.0,,Freehold,4636 sqft,NA,1468 sqft
Property 173,A nice property,41 Lac,4188257,Vadodara,2069 sqft,Under Construction,22,Ready to Move,Furnished,South,Park,Society 5,3.0,1.0,1.0,Freehold,2976 sqft,NA,3050 sqft
Property 174,A nice property,46 Lac,4690113,Chennai,3176 sqft,Ready,Ground,Ready to Move,Unfurnished,South,Main Road,Society 31,3.0,2.0,0.0,Leasehold,2343 sqft,NA,3194 sqft
Property 175,A nice property,42 Lac,4205454,Jaipur,728 sqft,Under Construction,14,Under Construction,Unfurnished,East,Park,Society 21,,3.0,0.0,Freehold,2512 sqft,NA,3659 sqft
Property 176,A nice property,73 Lac,7315422,Kochi,2297 sqft,Resale,23,Ready to Move,Semi-Furnished,South,Park,Society 7,5.0,2.0,0.0,Freehold,5656 sqft,NA,2104 sqft
Property 177,A nice property,67 Lac,6713024,Ludhiana,1781 sqft,Under Construction,1,Ready to Move,Furnished,South,Main Road,NA,4.0,0.0,2.0,Leasehold,1528 sqft,NA,4001 sqft
Property 178,A nice property,57 Lac,5760890,Surat,3862 sqft,Resale,Ground,Under Construction,Semi-Furnished,West,NA,Society 32,1.0,3.0,1.0,Leasehold,5517 sqft,NA,3243 sqft
Property 179,A nice property,51 Lac,5129428,Kolkata,1230 sqft,Under Construction,13,Ready to Move,Semi-Furnished,East,Main Road,NA,3.0,2.0,1.0,Freehold,3322 sqft,NA,1037 sqft
Property 180,A nice property,71 Lac,7141624,Vadodara,3051 sqft,Resale,4,Ready to Move,Furnished,North,NA,NA,2.0,1.0,,Leasehold,4831 sqft,NA,3726 sqft
Property 181,A nice property,57 Lac,5766074,Kolkata,1930 sqft,Resale,Ground,Under Construction,Unfurnished,East,Main Road,Society 23,2.0,1.0,0.0,Freehold,859 sqft,NA,2120 sqft
Property 182,A nice property,68 Lac,6818920,Lucknow,2569 sqft,Under Construction,22,Ready to Move,Semi-Furnished,West,NA,NA,3.0,0.0,,Freehold,795 sqft,NA,4111 sqft
Property 183,A nice property,67 Lac,6740859,Bhopal,3787 sqft,Ready,16,Ready to Move,Furnished,West,Park,Society 49,4.0,,3.0,Leasehold,926 sqft,NA,NA
Property 184,A nice property,79 Lac,7966954,Nagpur,3317 sqft,Resale,25,Under Construction,Unfurnished,North,NA,Society 43,3.0,0.0,0.0,Freehold,5227 sqft,NA,3352 sqft
Property 185,A nice property,60 Lac,6052666,Chandigarh,3744 sqft,Ready,6,Under Construction,Furnished,West,Main Road,NA,,3.0,,Freehold,3144 sqft,NA,2788 sqft
Property 186,A nice property,41 Lac,4180545,Kochi,1746 sqft,Resale,12,Under Construction,Furnished,South,Park,NA,3.0,2.0,3.0,Leasehold,1535 sqft,NA,4796 sqft
Property 187,A nice property,31 Lac,3115565,Chandigarh,1242 sqft,Under Construction,Ground,Under Construction,Unfurnished,South,NA,Society 40,1.0,2.0,3.0,Freehold,3910 sqft,NA,NA
Property 188,A nice property,98 Lac,9862648,Hyderabad,4702 sqft,Under Construction,21,Ready to Move,Unfurnished,South,Park,Society 38,4.0,2.0,0.0,Freehold,1860 sqft,NA,2516 sqft
Property 189,A nice property,44 Lac,4453235,Ahmedabad,3433 sqft,Resale,Ground,Ready to Move,Furnished,West,Main Road,Society 5,5.0,1.0,,Freehold,3789 sqft,NA,NA
Property 190,A nice property,33 Lac,3359152,Ahmedabad,1039 sqft,Under Construction,18,Under Construction,Semi-Furnished,North,Main Road,Society 34,2.0,0.0,,Freehold,4698 sqft,NA,2865 sqft
Property 191,A nice property,1.6 Cr,15603988,Delhi,1400 sqft,Under Construction,9,Ready to Move,Unfurnished,South,Park,Society 14,3.0,1.0,,Leasehold,3653 sqft,NA,4270 sqft
Property 192,A nice property,68 Lac,6873003,Indore,4180 sqft,Resale,19,Ready to Move,Furnished,West,Park,Society 13,,1.0,2.0,Leasehold,1058 sqft,NA,NA
Property 193,A nice property,99 Lac,9940328,Mumbai,2501 sqft,Resale,8,Under Construction,Unfurnished,West,Main Road,Society 12,3.0,3.0,3.0,Freehold,1457 sqft,NA,NA
Property 194,A nice property,45 Lac,4543756,Ghaziabad,1222 sqft,Ready,3,Under Construction,Unfurnished,West,Park,Society 20,5.0,0.0,0.0,Freehold,3240 sqft,NA,NA
Property 195,A nice property,37 Lac,3786741,Vadodara,3390 sqft,Ready,19,Ready to Move,Semi-Furnished,East,Main Road,Society 29,4.0,,,Leasehold,4226 sqft,NA,547 sqft
Property 196,A nice property,52 Lac,5226193,Ahmedabad,3849 sqft,Resale,11,Ready to Move,Semi-Furnished,East,Main Road,Society 39,5.0,3.0,,Freehold,4955 sqft,NA,NA
Property 197,A nice property,64 Lac,6447615,Ghaziabad,3273 sqft,Ready,19,Under Construction,Unfurnished,South,NA,NA,3.0,0.0,0.0,Freehold,2675 sqft,NA,NA
Property 198,A nice property,34 Lac,3405731,Ahmedabad,842 sqft,Under Construction,Ground,Under Construction,Semi-Furnished,North,Park,Society 28,1.0,,2.0,Leasehold,1693 sqft,NA,4274 sqft
Property 199,A nice property,2.4 Cr,24020024,Mumbai,2839 sqft,Under Construction,7,Ready to Move,Semi-Furnished,North,Park,NA,1.0,2.0,0.0,Freehold,2895 sqft,NA,2086 sqft
Property 200,A nice property,1.0 Cr,10479715,Delhi,4290 sqft,Under Construction,3,Ready to Move,Unfurnished,West,Park,Society 35,3.0,2.0,0.0,Leasehold,3905 sqft,NA,2662 sqft
Property 201,A nice property,1.3 Cr,12771054,Bangalore,4619 sqft,Resale,10,Under Construction,Furnished,South,Park,Society 9,,0.0,1.0,Leasehold,3671 sqft,NA,520 sqft
Property 202,A nice property,63 Lac,6321235,Ahmedabad,2468 sqft,Under Construction,10,Under Construction,Unfurnished,North,Park,Society 21,2.0,1.0,,Leasehold,744 sqft,NA,NA
Property 203,A nice property,92 Lac,9291898,Delhi,3514 sqft,Under Construction,18,Under Construction,Semi-Furnished,East,NA,Society 1,4.0,,0.0,Freehold,845 sqft,NA,1771 sqft
Property 204,A nice property,1.6 Cr,15817891,Bangalore,3675 sqft,Ready,14,Ready to Move,Semi-Furnished,North,Park,Society 31,2.0,2.0,,Leasehold,2544 sqft,NA,2615 sqft
Property 205,A nice property,61 Lac,6150231,Indore,4137 sqft,Resale,20,Under Construction,Unfurnished,East,NA,Society 5,3.0,0.0,3.0,Leasehold,5431 sqft,NA,3904 sqft
Property 206,A nice property,2.0 Cr,19868027,Delhi,2121 sqft,Resale,22,Ready to Move,Semi-Furnished,East,Park,Society 39,1.0,2.0,2.0,Leasehold,2794 sqft,NA,2722 sqft
Property 207,A nice property,76 Lac,7636248,Kochi,3713 sqft,Under Construction,6,Ready to Move,Furnished,West,Main Road,NA,2.0,1.0,,Leasehold,5886 sqft,NA,2183 sqft
Property 208,A nice property,64 Lac,6429183,Ahmedabad,1302 sqft,Resale,Ground,Ready to Move,Unfurnished,North,NA,Society 3,3.0,2.0,2.0,Freehold,3732 sqft,NA,NA
Property 209,A nice property,47 Lac,4749809,Jaipur,3019 sqft,Ready,17,Under Construction,Unfurnished,East,NA,Society 45,4.0,1.0,,Freehold,3655 sqft,NA,4431 sqft
Property 210,A nice property,25 Lac,2517835,Visakhapatnam,2618 sqft,Ready,Ground,Ready to Move,Unfurnished,West,Main Road,Society 50,1.0,3.0,3.0,Leasehold,4885 sqft,NA,4733 sqft
Property 211,A nice property,78 Lac,7811478,Kolkata,1202 sqft,Resale,7,Ready to Move,Furnished,North,NA,Society 6,2.0,3.0,1.0,Leasehold,3079 sqft,NA,2238 sqft
Property 212,A nice property,58 Lac,5801079,Vadodara,1272 sqft,Under Construction,24,Under Construction,Unfurnished,South,Main Road,Society 16,3.0,3.0,2.0,Freehold,3882 sqft,NA,NA
Property 213,A nice property,1.1 Cr,10732803,Pune,2795 sqft,Resale,Ground,Ready to Move,Semi-Furnished,North,Park,Society 11,1.0,0.0,3.0,Leasehold,3055 sqft,NA,3702 sqft
Property 214,A nice property,60 Lac,6036670,Ghaziabad,1863 sqft,Ready,21,Ready to Move,Furnished,North,Park,Society 38,,0.0,,Leasehold,5966 sqft,NA,1242 sqft
Property 215,A nice property,35 Lac,3520957,Ghaziabad,3712 sqft,Under Construction,20,Under Construction,Furnished,South,Park,Society 18,,3.0,,Freehold,2021 sqft,NA,NA
Property 216,A nice property,46 Lac,4662850,Visakhapatnam,1863 sqft,Resale,Ground,Ready to Move,Semi-Furnished,West,Main Road,Society 13,4.0,3.0,1.0,Freehold,1180 sqft,NA,4436 sqft
Property 217,A nice property,39 Lac,3950930,Ahmedabad,3791 sqft,Ready,Ground,Under Construction,Unfurnished,West,Main Road,Society 3,4.0,3.0,3.0,Leasehold,1500 sqft,NA,NA
Property 218,A nice property,24 Lac,2475859,Visakhapatnam,3194 sqft,Resale,Ground,Ready to Move,Semi-Furnished,East,NA,Society 5,1.0,3.0,2.0,Freehold,4812 sqft,NA,3091 sqft
Property 219,A nice property,62 Lac,6291471,Surat,3554 sqft,Resale,2,Under Construction,Unfurnished,North,Park,Society 23,5.0,,2.0,Leasehold,1564 sqft,NA,956 sqft
Property 220,A nice property,28 Lac,2897516,Kolkata,1472 sqft,Under Construction,12,Ready to Move,Unfurnished,North,Park,Society 23,1.0,,1.0,Leasehold,5988 sqft,NA,2048 sqft
Property 221,A nice property,95 Lac,9596049,Hyderabad,1349 sqft,Ready,8,Under Construction,Furnished,East,Main Road,Society 48,5.0,1.0,0.0,Freehold,5597 sqft,NA,3893 sqft
Property 222,A nice property,1.3 Cr,12890913,Hyderabad,642 sqft,Resale,22,Ready to Move,Furnished,South,Park,NA,2.0,0.0,,Freehold,874 sqft,NA,1831 sqft
Property 223,A nice property,20 Lac,2047852,Surat,3125 sqft,Resale,14,Ready to Move,Semi-Furnished,East,Park,Society 7,4.0,3.0,3.0,Freehold,1850 sqft,NA,NA
Property 224,A nice property,65 Lac,6557812,Nagpur,4243 sqft,Under Construction,3,Ready to Move,Furnished,West,Park,Society 29,5.0,2.0,,Leasehold,2449 sqft,NA,NA
Property 225,A nice property,53 Lac,5389447,Surat,3548 sqft,Resale,14,Under Construction,Unfurnished,East,Main Road,Society 46,4.0,,3.0,Freehold,2085 sqft,NA,797 sqft
Property 226,A nice property,56 Lac,5683269,Surat,2809 sqft,Ready,10,Ready to Move,Unfurnished,North,Park,Society 26,,0.0,1.0,Freehold,717 sqft,NA,726 sqft
Property 227,A nice property,63 Lac,6382531,Chandigarh,1437 sqft,Resale,9,Under Construction,Furnished,North,Main Road,Society 16,3.0,0.0,0.0,Leasehold,1477 sqft,NA,NA
Property 228,A nice property,1.7 Cr,17318975,Bangalore,1685 sqft,Under Construction,8,Under Construction,Semi-Furnished,North,Main Road,Society 8,1.0,,,Leasehold,3774 sqft,NA,1030 sqft
Property 229,A nice property,1.4 Cr,13988481,Hyderabad,1315 sqft,Under Construction,4,Under Construction,Unfurnished,East,Main Road,Society 4,4.0,0.0,1.0,Freehold,3551 sqft,NA,3939 sqft
Property 230,A nice property,1.0 Cr,10387900,Bangalore,2135 sqft,Under Construction,1,Under Construction,Unfurnished,South,Main Road,Society 31,3.0,3.0,,Freehold,1561 sqft,NA,3109 sqft
Property 231,A nice property,51 Lac,5130062,Bhopal,4130 sqft,Resale,10,Ready to Move,Furnished,East,Main Road,NA,2.0,3.0,0.0,Leasehold,5615 sqft,NA,4514 sqft
Property 232,A nice property,29 Lac,2908551,Indore,4276 sqft,Under Construction,18,Ready to Move,Unfurnished,West,Main Road,Society 38,3.0,0.0,0.0,Leasehold,4978 sqft,NA,1646 sqft
Property 233,A nice property,58 Lac,5803890,Hyderabad,4797 sqft,Ready,Ground,Ready to Move,Semi-Furnished,South,Park,Society 1,5.0,1.0,2.0,Freehold,5185 sqft,NA,NA
Property 234,A nice property,70 Lac,7053710,Ahmedabad,3942 sqft,Ready,2,Ready to Move,Furnished,East,NA,Society 21,2.0,,,Freehold,5647 sqft,NA,NA
Property 235,A nice property,38 Lac,3866022,Kolkata,1446 sqft,Resale,9,Ready to Move,Furnished,East,NA,Society 8,5.0,2.0,3.0,Leasehold,757 sqft,NA,2973 sqft
Property 236,A nice property,76 Lac,7698600,Kolkata,815 sqft,Resale,9,Under Construction,Unfurnished,West,Park,Society 2,,1.0,0.0,Leasehold,4025 sqft,NA,NA
Property 237,A nice property,33 Lac,3331666,Vadodara,1334 sqft,Ready,9,Ready to Move,Furnished,North,Main Road,Society 16,2.0,2.0,0.0,Leasehold,829 sqft,NA,4905 sqft
Property 238,A nice property,43 Lac,4377360,Chandigarh,3499 sqft,Ready,6,Under Construction,Furnished,East,Main Road,Society 46,4.0,3.0,1.0,Leasehold,5564 sqft,NA,NA
Property 239,A nice property,1.0 Cr,10424429,Pune,1362 sqft,Ready,2,Ready to Move,Unfurnished,North,NA,Society 12,1.0,2.0,3.0,Leasehold,1618 sqft,NA,NA
Property 240,A nice property,60 Lac,6046129,Surat,3257 sqft,Ready,Ground,Under Construction,Furnished,West,Main Road,NA,1.0,1.0,0.0,Leasehold,4686 sqft,NA,3129 sqft
Property 241,A nice property,25 Lac,2595823,Chennai,3755 sqft,Ready,1,Under Construction,Semi-Furnished,East,Park,Society 44,2.0,3.0,2.0,Leasehold,3559 sqft,NA,1270 sqft
Property 242,A nice property,74 Lac,7416575,Jaipur,701 sqft,Ready,3,Ready to Move,Semi-Furnished,East,Park,Society 25,4.0,3.0,3.0,Freehold,964 sqft,NA,3905 sqft
Property 243,A nice property,79 Lac,7988544,Chandigarh,2990 sqft,Ready,10,Under Construction,Unfurnished,West,Park,Society 11,3.0,0.0,0.0,Leasehold,4439 sqft,NA,2360 sqft
Property 244,A nice property,73 Lac,7389767,Ahmedabad,3989 sqft,Under Construction,Ground,Under Construction,Unfurnished,North,Main Road,Society 48,4.0,0.0,3.0,Leasehold,3514 sqft,NA,4746 sqft
Property 245,A nice property,1.4 Cr,14440281,Delhi,3776 sqft,Ready,Ground,Ready to Move,Unfurnished,North,NA,Society 16,4.0,2.0,2.0,Leasehold,1682 sqft,NA,2217 sqft
Property 246,A nice property,71 Lac,7175011,Chandigarh,1293 sqft,Ready,12,Ready to Move,Furnished,East,Park,Society 35,4.0,2.0,3.0,Freehold,5438 sqft,NA,4761 sqft
Property 247,A nice property,69 Lac,6977904,Vadodara,2588 sqft,Ready,3,Under Construction,Unfurnished,East,NA,Society 44,4.0,1.0,3.0,Freehold,2023 sqft,NA,2480 sqft
Property 248,A nice property,65 Lac,6588769,Hyderabad,4868 sqft,Resale,24,Ready to Move,Unfurnished,South,Main Road,Society 41,3.0,,0.0,Leasehold,3893 sqft,NA,3015 sqft
Property 249,A nice property,1.4 Cr,13787323,Bangalore,1989 sqft,Resale,Ground,Under Construction,Semi-Furnished,North,Park,Society 48,5.0,0.0,,Leasehold,4480 sqft,NA,2432 sqft
Property 250,A nice property,48 Lac,4820280,Vadodara,3718 sqft,Under Construction,19,Under Construction,Unfurnished,South,Park,NA,5.0,1.0,2.0,Freehold,4576 sqft,NA,NA
Property 251,A nice property,1.4 Cr,13740441,Mumbai,1988 sqft,Resale,4,Ready to Move,Furnished,North,NA,Society 35,5.0,3.0,3.0,Leasehold,5893 sqft,NA,NA
Property 252,A nice property,86 Lac,8629948,Delhi,1737 sqft,Under Construction,19,Under Construction,Unfurnished,East,NA,NA,4.0,0.0,0.0,Freehold,3602 sqft,NA,1912 sqft
Property 253,A nice property,56 Lac,5683475,Ahmedabad,2802 sqft,Resale,Ground,Under Construction,Semi-Furnished,North,Main Road,Society 11,4.0,3.0,2.0,Leasehold,871 sqft,NA,3529 sqft
Property 254,A nice property,28 Lac,2885008,Chennai,3066 sqft,Resale,Ground,Ready to Move,Furnished,North,Main Road,Society 22,3.0,0.0,0.0,Leasehold,2998 sqft,NA,957 sqft
Property 255,A nice property,21 Lac,2170055,Surat,2798 sqft,Resale,3,Ready to Move,Unfurnished,East,Main Road,NA,3.0,,0.0,Leasehold,3986 sqft,NA,NA
Property 256,A nice property,20 Lac,2070835,Visakhapatnam,4639 sqft,Resale,4,Ready to Move,Unfurnished,East,Park,Society 19,3.0,1.0,0.0,Leasehold,1471 sqft,NA,3346 sqft
Property 257,A nice property,32 Lac,3232247,Visakhapatnam,1795 sqft,Under Construction,11,Ready to Move,Furnished,East,Park,Society 46,3.0,1.0,,Leasehold,3906 sqft,NA,4595 sqft
Property 258,A nice property,72 Lac,7223502,Kolkata,1118 sqft,Ready,19,Ready to Move,Unfurnished,North,Park,Society 14,3.0,2.0,2.0,Freehold,2006 sqft,NA,1332 sqft
Property 259,A nice property,50 Lac,5088287,Bhopal,1969 sqft,Under Construction,24,Ready to Move,Furnished,South,NA,Society 22,4.0,3.0,2.0,Freehold,1890 sqft,NA,NA
Property 260,A nice property,1.6 Cr,16274963,Bangalore,4160 sqft,Ready,14,Under Construction,Furnished,South,Main Road,Society 9,3.0,1.0,3.0,Freehold,5921 sqft,NA,NA
Property 261,A nice property,73 Lac,7373991,Chennai,2860 sqft,Resale,4,Ready to Move,Unfurnished,North,Park,Society 13,1.0,0.0,3.0,Freehold,4920 sqft,NA,NA
Property 262,A nice property,52 Lac,5235078,Bhopal,4049 sqft,Resale,9,Ready to Move,Unfurnished,South,NA,Society 30,2.0,1.0,3.0,Leasehold,5838 sqft,NA,2201 sqft
Property 263,A nice property,1.4 Cr,14393236,Mumbai,3055 sqft,Ready,9,Ready to Move,Furnished,North,Park,Society 2,4.0,3.0,2.0,Leasehold,3024 sqft,NA,2818 sqft
Property 264,A nice property,46 Lac,4668987,Bhopal,4566 sqft,Ready,Ground,Ready to Move,Semi-Furnished,East,NA,Society 33,4.0,,,Leasehold,2307 sqft,NA,4713 sqft
Property 265,A nice property,26 Lac,2618567,Jaipur,1230 sqft,Ready,18,Ready to Move,Furnished,East,NA,Society 49,3.0,0.0,0.0,Freehold,5648 sqft,NA,NA
Property 266,A nice property,66 Lac,6693362,Chandigarh,3558 sqft,Resale,4,Ready to Move,Furnished,North,NA,Society 28,1.0,1.0,,Freehold,4233 sqft,NA,4561 sqft
Property 267,A nice property,60 Lac,6075591,Lucknow,2661 sqft,Under Construction,14,Ready to Move,Semi-Furnished,East,Park,Society 33,4.0,0.0,,Freehold,3532 sqft,NA,NA
Property 268,A nice property,49 Lac,4943263,Surat,2620 sqft,Ready,8,Under Construction,Semi-Furnished,East,Main Road,Society 39,3.0,3.0,,Freehold,4181 sqft,NA,1316 sqft
Property 269,A nice property,57 Lac,5794975,Vadodara,4661 sqft,Under Construction,Ground,Ready to Move,Furnished,North,Main Road,Society 3,,3.0,,Freehold,5106 sqft,NA,772 sqft
